prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.111,0.923,0.375,24,192,2
0,0.07,0.127,0.923,0.41,24,165,2
0,0.09,0.138,0.923,0.432,24,150,2
0,0.11,0.151,0.923,0.456,24,135,2
0,0.13,0.156,0.923,0.465,24,130,2
0,0.15,0.166,0.923,0.482,24,121,2
0,0.17,0.173,0.923,0.494,24,115,2
0,0.19,0.178,0.923,0.502,24,111,2
0,0.21,0.186,0.923,0.515,24,105,2
0,0.23,0.19,0.923,0.522,24,102,2
0,0.25,0.197,0.923,0.531,24,98,2
0,0.27,0.202,0.923,0.538,24,95,2
0,0.29,0.207,0.923,0.545,24,92,2
0,0.31,0.211,0.923,0.55,24,90,2
0,0.33,0.212,0.923,0.553,24,89,2
0,0.35,0.218,0.923,0.561,24,86,2
0,0.37,0.222,0.923,0.566,24,84,2
0,0.39,0.224,0.923,0.569,24,83,2
0,0.41,0.233,0.923,0.58,24,79,2
0,0.43,0.238,0.923,0.585,24,77,2
0,0.45,0.238,0.923,0.585,24,77,2
0,0.47,0.238,0.923,0.585,24,77,2
0,0.49,0.238,0.923,0.585,24,77,2
0,0.51,0.238,0.923,0.585,24,77,2
0,0.53,0.247,0.923,0.597,24,73,2
0,0.55,0.247,0.923,0.597,24,73,2
0,0.57,0.25,0.923,0.6,24,72,2
0,0.59,0.25,0.923,0.6,24,72,2
0,0.61,0.258,0.923,0.609,24,69,2
0,0.63,0.261,0.923,0.612,24,68,2
0,0.65,0.261,0.923,0.612,24,68,2
0,0.67,0.264,0.923,0.615,24,67,2
0,0.69,0.264,0.923,0.615,24,67,2
0,0.71,0.273,0.923,0.625,24,64,2
0,0.73,0.276,0.923,0.628,24,63,2
0,0.75,0.276,0.923,0.628,24,63,2
0,0.77,0.276,0.923,0.628,24,63,2
0,0.79,0.279,0.923,0.632,24,62,2
0,0.81,0.289,0.923,0.642,24,59,2
0,0.83,0.296,0.923,0.649,24,57,2
0,0.85,0.304,0.923,0.656,24,55,2
0,0.87,0.295,0.885,0.632,23,55,3
0,0.89,0.307,0.885,0.642,23,52,3
0,0.91,0.319,0.885,0.653,23,49,3
0,0.93,0.329,0.885,0.661,23,47,3
1,0.05,0.465,0.769,0.68,20,23,6
1,0.07,0.526,0.769,0.704,20,18,6
1,0.09,0.556,0.769,0.714,20,16,6
1,0.11,0.625,0.769,0.735,20,12,6
1,0.13,0.645,0.769,0.741,20,11,6
1,0.15,0.667,0.769,0.746,20,10,6
1,0.17,0.667,0.769,0.746,20,10,6
1,0.19,0.69,0.769,0.752,20,9,6
1,0.21,0.714,0.769,0.758,20,8,6
1,0.23,0.741,0.769,0.763,20,7,6
1,0.25,0.741,0.769,0.763,20,7,6
1,0.27,0.769,0.769,0.769,20,6,6
1,0.29,0.769,0.769,0.769,20,6,6
1,0.31,0.769,0.769,0.769,20,6,6
1,0.33,0.769,0.769,0.769,20,6,6
1,0.35,0.769,0.769,0.769,20,6,6
1,0.37,0.8,0.769,0.775,20,5,6
1,0.39,0.8,0.769,0.775,20,5,6
1,0.41,0.833,0.769,0.781,20,4,6
1,0.43,0.87,0.769,0.787,20,3,6
1,0.45,0.87,0.769,0.787,20,3,6
1,0.47,0.87,0.769,0.787,20,3,6
1,0.49,0.87,0.769,0.787,20,3,6
1,0.51,0.87,0.769,0.787,20,3,6
