prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.01,1.0,0.046,10,1030,0
0,0.07,0.017,1.0,0.079,10,581,0
0,0.09,0.024,1.0,0.109,10,408,0
0,0.11,0.032,1.0,0.141,10,305,0
0,0.13,0.04,1.0,0.171,10,243,0
0,0.15,0.051,1.0,0.213,10,185,0
0,0.17,0.062,1.0,0.248,10,152,0
0,0.19,0.068,1.0,0.269,10,136,0
0,0.21,0.083,1.0,0.311,10,111,0
0,0.23,0.093,1.0,0.338,10,98,0
0,0.25,0.103,1.0,0.365,10,87,0
0,0.27,0.109,1.0,0.379,10,82,0
0,0.29,0.125,1.0,0.417,10,70,0
0,0.31,0.143,1.0,0.455,10,60,0
0,0.33,0.156,1.0,0.481,10,54,0
0,0.35,0.179,1.0,0.521,10,46,0
0,0.37,0.2,1.0,0.556,10,40,0
0,0.39,0.233,1.0,0.602,10,33,0
0,0.41,0.25,1.0,0.625,10,30,0
0,0.43,0.286,1.0,0.667,10,25,0
0,0.45,0.303,1.0,0.685,10,23,0
0,0.47,0.345,1.0,0.725,10,19,0
0,0.49,0.357,1.0,0.735,10,18,0
0,0.51,0.333,0.9,0.672,9,18,1
0,0.53,0.429,0.9,0.738,9,12,1
0,0.55,0.5,0.9,0.776,9,9,1
0,0.57,0.562,0.9,0.804,9,7,1
0,0.59,0.562,0.9,0.804,9,7,1
0,0.61,0.6,0.9,0.818,9,6,1
0,0.63,0.75,0.9,0.865,9,3,1
0,0.65,0.818,0.9,0.882,9,2,1
0,0.67,0.818,0.9,0.882,9,2,1
0,0.69,0.8,0.8,0.8,8,2,2
0,0.71,0.8,0.8,0.8,8,2,2
0,0.73,0.8,0.8,0.8,8,2,2
0,0.75,0.8,0.8,0.8,8,2,2
0,0.77,1.0,0.7,0.745,7,0,3
0,0.79,1.0,0.6,0.652,6,0,4
0,0.81,1.0,0.3,0.349,3,0,7
0,0.83,1.0,0.2,0.238,2,0,8
0,0.85,1.0,0.1,0.122,1,0,9
0,0.87,1.0,0.1,0.122,1,0,9
0,0.89,1.0,0.1,0.122,1,0,9
0,0.91,0.0,0.0,0.0,0,0,10
0,0.93,0.0,0.0,0.0,0,0,10
1,0.05,0.042,1.0,0.179,10,229,0
1,0.07,0.064,1.0,0.255,10,146,0
1,0.09,0.085,1.0,0.316,10,108,0
1,0.11,0.112,1.0,0.388,10,79,0
1,0.13,0.139,1.0,0.446,10,62,0
1,0.15,0.175,1.0,0.515,10,47,0
1,0.17,0.208,1.0,0.568,10,38,0
1,0.19,0.217,1.0,0.581,10,36,0
1,0.21,0.25,1.0,0.625,10,30,0
1,0.23,0.27,1.0,0.649,10,27,0
1,0.25,0.323,1.0,0.704,10,21,0
1,0.27,0.333,1.0,0.714,10,20,0
1,0.29,0.357,1.0,0.735,10,18,0
1,0.31,0.4,1.0,0.769,10,15,0
1,0.33,0.4,1.0,0.769,10,15,0
1,0.35,0.455,1.0,0.806,10,12,0
1,0.37,0.455,1.0,0.806,10,12,0
1,0.39,0.455,1.0,0.806,10,12,0
1,0.41,0.476,1.0,0.82,10,11,0
1,0.43,0.526,1.0,0.847,10,9,0
1,0.45,0.556,1.0,0.862,10,8,0
1,0.47,0.588,1.0,0.877,10,7,0
1,0.49,0.588,1.0,0.877,10,7,0
1,0.51,0.562,0.9,0.804,9,7,1
1,0.53,0.692,0.9,0.849,9,4,1
1,0.55,0.75,0.9,0.865,9,3,1
1,0.57,0.818,0.9,0.882,9,2,1
1,0.59,0.818,0.9,0.882,9,2,1
1,0.61,0.9,0.9,0.9,9,1,1
1,0.63,1.0,0.9,0.918,9,0,1
1,0.65,1.0,0.9,0.918,9,0,1
1,0.67,1.0,0.9,0.918,9,0,1
1,0.69,1.0,0.8,0.833,8,0,2
