prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.074,0.923,0.281,24,299,2
0,0.07,0.087,0.923,0.316,24,252,2
0,0.09,0.099,0.923,0.347,24,218,2
0,0.11,0.11,0.923,0.373,24,194,2
0,0.13,0.118,0.923,0.391,24,179,2
0,0.15,0.125,0.923,0.405,24,168,2
0,0.17,0.131,0.923,0.418,24,159,2
0,0.19,0.136,0.923,0.427,24,153,2
0,0.21,0.14,0.923,0.435,24,148,2
0,0.23,0.146,0.923,0.448,24,140,2
0,0.25,0.155,0.923,0.463,24,131,2
0,0.27,0.164,0.923,0.48,24,122,2
0,0.29,0.168,0.923,0.486,24,119,2
0,0.31,0.171,0.923,0.492,24,116,2
0,0.33,0.175,0.923,0.498,24,113,2
0,0.35,0.179,0.923,0.504,24,110,2
0,0.37,0.182,0.923,0.508,24,108,2
0,0.39,0.185,0.923,0.513,24,106,2
0,0.41,0.185,0.923,0.513,24,106,2
0,0.43,0.189,0.885,0.509,23,99,3
0,0.45,0.192,0.885,0.513,23,97,3
0,0.47,0.193,0.885,0.516,23,96,3
0,0.49,0.197,0.885,0.52,23,94,3
0,0.51,0.2,0.885,0.525,23,92,3
0,0.53,0.205,0.885,0.532,23,89,3
0,0.55,0.213,0.885,0.542,23,85,3
0,0.57,0.206,0.846,0.521,22,85,4
0,0.59,0.208,0.846,0.524,22,84,4
0,0.61,0.21,0.846,0.526,22,83,4
0,0.63,0.212,0.846,0.529,22,82,4
0,0.65,0.218,0.846,0.537,22,79,4
0,0.67,0.22,0.846,0.539,22,78,4
0,0.69,0.224,0.846,0.545,22,76,4
0,0.71,0.227,0.846,0.547,22,75,4
0,0.73,0.232,0.846,0.553,22,73,4
0,0.75,0.234,0.846,0.556,22,72,4
0,0.77,0.247,0.846,0.57,22,67,4
0,0.79,0.247,0.846,0.57,22,67,4
0,0.81,0.25,0.846,0.573,22,66,4
0,0.83,0.253,0.846,0.576,22,65,4
0,0.85,0.265,0.846,0.588,22,61,4
0,0.87,0.272,0.846,0.595,22,59,4
0,0.89,0.282,0.846,0.604,22,56,4
0,0.91,0.282,0.846,0.604,22,56,4
0,0.93,0.293,0.846,0.615,22,53,4
1,0.05,0.312,0.769,0.595,20,44,6
1,0.07,0.37,0.769,0.633,20,34,6
1,0.09,0.426,0.769,0.662,20,27,6
1,0.11,0.465,0.769,0.68,20,23,6
1,0.13,0.488,0.769,0.69,20,21,6
1,0.15,0.513,0.769,0.699,20,19,6
1,0.17,0.541,0.769,0.709,20,17,6
1,0.19,0.571,0.769,0.719,20,15,6
1,0.21,0.571,0.769,0.719,20,15,6
1,0.23,0.588,0.769,0.725,20,14,6
1,0.25,0.588,0.769,0.725,20,14,6
1,0.27,0.625,0.769,0.735,20,12,6
1,0.29,0.645,0.769,0.741,20,11,6
1,0.31,0.645,0.769,0.741,20,11,6
1,0.33,0.645,0.769,0.741,20,11,6
1,0.35,0.645,0.769,0.741,20,11,6
1,0.37,0.645,0.769,0.741,20,11,6
1,0.39,0.645,0.769,0.741,20,11,6
1,0.41,0.645,0.769,0.741,20,11,6
1,0.43,0.679,0.731,0.72,19,9,7
1,0.45,0.679,0.731,0.72,19,9,7
1,0.47,0.704,0.731,0.725,19,8,7
1,0.49,0.704,0.731,0.725,19,8,7
1,0.51,0.731,0.731,0.731,19,7,7
1,0.53,0.76,0.731,0.736,19,6,7
1,0.55,0.792,0.731,0.742,19,5,7
1,0.57,0.792,0.731,0.742,19,5,7
1,0.59,0.792,0.731,0.742,19,5,7
1,0.61,0.792,0.731,0.742,19,5,7
1,0.63,0.792,0.731,0.742,19,5,7
1,0.65,0.792,0.731,0.742,19,5,7
1,0.67,0.792,0.731,0.742,19,5,7
1,0.69,0.792,0.731,0.742,19,5,7
1,0.71,0.792,0.731,0.742,19,5,7
1,0.73,0.792,0.731,0.742,19,5,7
1,0.75,0.792,0.731,0.742,19,5,7
1,0.77,0.826,0.731,0.748,19,4,7
1,0.79,0.826,0.731,0.748,19,4,7
1,0.81,0.826,0.731,0.748,19,4,7
1,0.83,0.826,0.731,0.748,19,4,7
1,0.85,0.826,0.731,0.748,19,4,7
1,0.87,0.826,0.731,0.748,19,4,7
1,0.89,0.864,0.731,0.754,19,3,7
1,0.91,0.864,0.731,0.754,19,3,7
1,0.93,0.95,0.731,0.766,19,1,7
2,0.05,0.323,0.769,0.602,20,42,6
2,0.07,0.385,0.769,0.641,20,32,6
2,0.09,0.444,0.769,0.671,20,25,6
2,0.11,0.488,0.769,0.69,20,21,6
