epoch,train_conf_loss,val_conf_loss
0,0.038139,0.0
1,0.027667,0.0
2,0.030463,0.0
3,0.026931,0.0
4,0.02564,0.0
5,0.025011,0.0
6,0.024373,0.0
7,0.021092,0.0
8,0.017905,0.0
9,0.016366,0.0
10,0.015828,0.0
11,0.013783,0.0
12,0.013101,0.0
13,0.012207,0.0
14,0.012077,0.0
15,0.011686,0.0
16,0.011799,0.0
17,0.010918,0.0
18,0.010748,0.0
19,0.010447,0.0
20,0.010247,0.0
21,0.009918,0.0
22,0.01023,0.0
23,0.011636,0.0
24,0.01169,0.0
25,0.010058,0.0
26,0.009034,0.0
27,0.008655,0.0
28,0.008664,0.0
29,0.008652,0.0
30,0.008972,0.0
31,0.009093,0.0
32,0.009259,0.0
33,0.008634,0.0
34,0.008646,0.0
35,0.008467,0.0
36,0.008867,0.0
37,0.008984,0.0
38,0.009012,0.0
39,0.008914,0.0
40,0.008768,0.0
41,0.008612,0.0
42,0.008803,0.0
43,0.008754,0.0
44,0.008542,0.0
45,0.008918,0.0
46,0.00884,0.0
47,0.00883,0.0
