epoch,train_conf_loss,val_conf_loss
0,3.179094,0.0
0,2.990547,0.0
1,0.889765,0.0
2,0.391491,0.0
3,0.259031,0.0
4,0.203587,0.0
5,0.17735,0.0
6,0.156616,0.0
7,0.139619,0.0
8,0.104403,0.0
9,0.101534,0.0
10,0.103204,0.0
11,0.106024,0.0
12,0.095665,0.0
13,0.099298,0.0
14,0.096947,0.0
15,0.099502,0.0
16,0.101713,0.0
17,0.104166,0.0
18,0.109675,0.0
19,0.09371,0.0
20,0.097519,0.0
21,0.090823,0.0
22,0.089988,0.0
23,0.089788,0.0
24,0.092538,0.0
25,0.078903,0.0
26,0.053126,0.0
27,0.05409,0.0
28,0.055392,0.0
29,0.055302,0.0
30,0.05366,0.0
31,0.054585,0.0
32,0.054523,0.0
33,0.05261,0.0
34,0.051327,0.0
35,0.052847,0.0
36,0.054064,0.0
37,0.054216,0.0
38,0.056136,0.0
39,0.055812,0.0
40,0.055305,0.0
41,0.056733,0.0
42,0.054871,0.0
0,0.055595,0.0
1,0.056006,0.0
2,0.054979,0.0
3,0.055072,0.0
4,0.053718,0.0
5,0.054442,0.0
6,0.055879,0.0
7,0.055559,0.0
8,0.05669,0.0
9,0.056138,0.0
10,0.057911,0.0
