epoch,train_conf_loss,val_conf_loss
0,0.266157,0.0
1,0.257956,0.0
2,0.227095,0.0
3,0.258814,0.0
4,0.263716,0.0
5,0.260098,0.0
6,0.273169,0.0
7,0.245518,0.0
8,0.234288,0.0
9,0.213792,0.0
10,0.272982,0.0
11,0.276584,0.0
12,0.220975,0.0
13,0.186179,0.0
14,0.289437,0.0
15,0.286963,0.0
16,0.265057,0.0
0,0.25955,0.0
1,0.242952,0.0
2,0.239049,0.0
3,0.254893,0.0
4,0.252698,0.0
5,0.228225,0.0
6,0.243795,0.0
7,0.230909,0.0
8,0.221929,0.0
9,0.226831,0.0
10,0.241909,0.0
11,0.204539,0.0
12,0.241625,0.0
13,0.245126,0.0
14,0.238607,0.0
15,0.249083,0.0
16,0.237602,0.0
17,0.242416,0.0
18,0.261335,0.0
19,0.261682,0.0
20,0.250679,0.0
21,0.248454,0.0
22,0.239629,0.0
23,0.25088,0.0
24,0.23635,0.0
25,0.22396,0.0
26,0.230171,0.0
27,0.225649,0.0
28,0.251167,0.0
29,0.245711,0.0
30,0.243229,0.0
31,0.230497,0.0
32,0.258983,0.0
33,0.237916,0.0
34,0.233119,0.0
35,0.244668,0.0
36,0.229047,0.0
37,0.221021,0.0
38,0.249374,0.0
39,0.230179,0.0
40,0.2472,0.0
41,0.228621,0.0
42,0.236567,0.0
43,0.222777,0.0
