prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.015,0.9,0.071,9,588,1
0,0.07,0.02,0.8,0.091,8,392,2
0,0.09,0.028,0.8,0.121,8,282,2
0,0.11,0.034,0.8,0.146,8,226,2
0,0.13,0.044,0.8,0.18,8,174,2
0,0.15,0.052,0.8,0.205,8,147,2
0,0.17,0.057,0.8,0.222,8,132,2
0,0.19,0.066,0.8,0.247,8,114,2
0,0.21,0.083,0.8,0.294,8,88,2
0,0.23,0.095,0.8,0.323,8,76,2
0,0.25,0.118,0.8,0.37,8,60,2
0,0.27,0.129,0.8,0.392,8,54,2
0,0.29,0.14,0.8,0.412,8,49,2
0,0.31,0.151,0.8,0.43,8,45,2
0,0.33,0.167,0.8,0.455,8,40,2
0,0.35,0.19,0.8,0.488,8,34,2
0,0.37,0.222,0.8,0.526,8,28,2
0,0.39,0.25,0.8,0.556,8,24,2
0,0.41,0.259,0.7,0.522,7,20,3
0,0.43,0.269,0.7,0.53,7,19,3
0,0.45,0.286,0.6,0.492,6,15,4
0,0.47,0.3,0.6,0.5,6,14,4
0,0.49,0.316,0.6,0.508,6,13,4
0,0.51,0.333,0.6,0.517,6,12,4
0,0.53,0.333,0.6,0.517,6,12,4
0,0.55,0.353,0.6,0.526,6,11,4
0,0.57,0.375,0.6,0.536,6,10,4
0,0.59,0.429,0.6,0.556,6,8,4
0,0.61,0.462,0.6,0.566,6,7,4
0,0.63,0.545,0.6,0.588,6,5,4
0,0.65,0.6,0.6,0.6,6,4,4
0,0.67,0.667,0.6,0.612,6,3,4
0,0.69,0.857,0.6,0.638,6,1,4
0,0.71,1.0,0.5,0.556,5,0,5
0,0.73,1.0,0.4,0.455,4,0,6
0,0.75,1.0,0.4,0.455,4,0,6
0,0.77,1.0,0.4,0.455,4,0,6
0,0.79,1.0,0.4,0.455,4,0,6
0,0.81,1.0,0.3,0.349,3,0,7
0,0.83,0.0,0.0,0.0,0,0,10
0,0.85,0.0,0.0,0.0,0,0,10
0,0.87,0.0,0.0,0.0,0,0,10
0,0.89,0.0,0.0,0.0,0,0,10
0,0.91,0.0,0.0,0.0,0,0,10
0,0.93,0.0,0.0,0.0,0,0,10
1,0.05,0.073,0.9,0.274,9,115,1
1,0.07,0.09,0.8,0.31,8,81,2
1,0.09,0.107,0.8,0.348,8,67,2
1,0.11,0.133,0.8,0.4,8,52,2
1,0.13,0.157,0.8,0.44,8,43,2
1,0.15,0.186,0.8,0.482,8,35,2
1,0.17,0.195,0.8,0.494,8,33,2
1,0.19,0.216,0.8,0.519,8,29,2
1,0.21,0.25,0.8,0.556,8,24,2
1,0.23,0.296,0.8,0.597,8,19,2
1,0.25,0.333,0.8,0.625,8,16,2
1,0.27,0.364,0.8,0.645,8,14,2
1,0.29,0.381,0.8,0.656,8,13,2
1,0.31,0.421,0.8,0.678,8,11,2
1,0.33,0.444,0.8,0.69,8,10,2
1,0.35,0.471,0.8,0.702,8,9,2
1,0.37,0.533,0.8,0.727,8,7,2
1,0.39,0.571,0.8,0.741,8,6,2
1,0.41,0.583,0.7,0.673,7,5,3
1,0.43,0.583,0.7,0.673,7,5,3
1,0.45,0.6,0.6,0.6,6,4,4
1,0.47,0.667,0.6,0.612,6,3,4
1,0.49,0.667,0.6,0.612,6,3,4
1,0.51,0.75,0.6,0.625,6,2,4
1,0.53,0.75,0.6,0.625,6,2,4
1,0.55,0.75,0.6,0.625,6,2,4
1,0.57,0.75,0.6,0.625,6,2,4
1,0.59,0.857,0.6,0.638,6,1,4
1,0.61,0.857,0.6,0.638,6,1,4
1,0.63,0.857,0.6,0.638,6,1,4
1,0.65,1.0,0.6,0.652,6,0,4
1,0.67,1.0,0.6,0.652,6,0,4
1,0.69,1.0,0.6,0.652,6,0,4
1,0.71,1.0,0.5,0.556,5,0,5
1,0.73,1.0,0.4,0.455,4,0,6
1,0.75,1.0,0.4,0.455,4,0,6
1,0.77,1.0,0.4,0.455,4,0,6
1,0.79,1.0,0.4,0.455,4,0,6
