threshold, precision, recall, f_beta, tp, fp   , fn
     0.25,     0.0  ,   1.0 ,  0.001, 20, 86349,  0
     0.26,     0.0  ,   1.0 ,  0.001, 20, 79091,  0
     0.27,     0.0  ,   1.0 ,  0.001, 20, 68668,  0
     0.28,     0.0  ,   1.0 ,  0.002, 20, 61363,  0
     0.29,     0.0  ,   1.0 ,  0.002, 20, 50947,  0
     0.3 ,     0.0  ,   1.0 ,  0.002, 20, 46079,  0
     0.31,     0.001,   1.0 ,  0.003, 20, 37060,  0
     0.32,     0.001,   1.0 ,  0.004, 20, 26534,  0
     0.33,     0.001,   1.0 ,  0.005, 20, 21599,  0
     0.34,     0.001,   1.0 ,  0.007, 20, 14377,  0
     0.35,     0.002,   1.0 ,  0.008, 20, 12394,  0
     0.36,     0.002,   1.0 ,  0.009, 20, 10880,  0
     0.37,     0.002,   1.0 ,  0.011, 20,  9000,  0
     0.38,     0.003,   1.0 ,  0.014, 20,  7031,  0
     0.39,     0.003,   1.0 ,  0.017, 20,  5790,  0
     0.4 ,     0.004,   1.0 ,  0.02 , 20,  4909,  0
     0.41,     0.005,   1.0 ,  0.026, 20,  3738,  0
     0.42,     0.007,   1.0 ,  0.034, 20,  2842,  0
     0.43,     0.008,   1.0 ,  0.041, 20,  2357,  0
     0.44,     0.009,   1.0 ,  0.045, 20,  2107,  0
     0.45,     0.011,   1.0 ,  0.051, 20,  1849,  0
     0.46,     0.014,   1.0 ,  0.067, 20,  1388,  0
     0.47,     0.02 ,   1.0 ,  0.092, 20,   984,  0
     0.48,     0.025,   1.0 ,  0.115, 20,   769,  0
     0.49,     0.029,   1.0 ,  0.13 , 20,   667,  0
     0.5 ,     0.035,   1.0 ,  0.153, 20,   555,  0
     0.51,     0.042,   1.0 ,  0.18 , 20,   455,  0
     0.52,     0.052,   1.0 ,  0.216, 20,   362,  0
     0.53,     0.061,   0.95,  0.241, 19,   295,  1
     0.54,     0.075,   0.95,  0.286, 19,   233,  1
     0.55,     0.094,   0.95,  0.337, 19,   183,  1
     0.56,     0.114,   0.9 ,  0.378, 18,   140,  2
     0.57,     0.159,   0.9 ,  0.466, 18,    95,  2
     0.58,     0.193,   0.8 ,  0.491, 16,    67,  4
     0.59,     0.298,   0.7 ,  0.551, 14,    33,  6
     0.6 ,     0.571,   0.2 ,  0.23 ,  4,     3, 16
     0.61,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.62,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.63,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.64,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.65,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.66,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.67,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.68,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.69,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.7 ,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.71,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.72,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.73,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.74,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.75,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.76,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.77,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.78,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.79,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.8 ,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.81,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.82,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.83,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.84,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.85,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.86,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.87,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.88,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.89,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.9 ,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.91,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.92,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.93,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
     0.94,     0.0  ,   0.0 ,  0.0  ,  0,     0, 20
