threshold,precision,recall,f_beta,tp,fp,fn
0.2,0.047,0.421,0.162,8,163,11
0.21,0.054,0.421,0.179,8,139,11
0.22,0.054,0.316,0.16,6,106,13
0.23,0.067,0.316,0.182,6,83,13
0.24,0.07,0.263,0.17,5,66,14
0.25,0.098,0.263,0.197,5,46,14
0.26,0.097,0.158,0.14,3,28,16
0.27,0.095,0.105,0.103,2,19,17
0.28,0.133,0.105,0.11,2,13,17
0.29,0.182,0.105,0.115,2,9,17
0.3,0.286,0.105,0.12,2,5,17
0.31,0.2,0.053,0.062,1,4,18
0.32,0.0,0.0,0.0,0,1,19
0.33,0.0,0.0,0.0,0,1,19
0.34,0.0,0.0,0.0,0,1,19
0.35,0.0,0.0,0.0,0,1,19
0.36,0.0,0.0,0.0,0,0,19
0.37,0.0,0.0,0.0,0,0,19
0.38,0.0,0.0,0.0,0,0,19
0.39,0.0,0.0,0.0,0,0,19
0.4,0.0,0.0,0.0,0,0,19
0.41,0.0,0.0,0.0,0,0,19
0.42,0.0,0.0,0.0,0,0,19
0.43,0.0,0.0,0.0,0,0,19
0.44,0.0,0.0,0.0,0,0,19
0.45,0.0,0.0,0.0,0,0,19
0.46,0.0,0.0,0.0,0,0,19
0.47,0.0,0.0,0.0,0,0,19
0.48,0.0,0.0,0.0,0,0,19
0.49,0.0,0.0,0.0,0,0,19
0.5,0.0,0.0,0.0,0,0,19
0.51,0.0,0.0,0.0,0,0,19
0.52,0.0,0.0,0.0,0,0,19
0.53,0.0,0.0,0.0,0,0,19
0.54,0.0,0.0,0.0,0,0,19
0.55,0.0,0.0,0.0,0,0,19
0.56,0.0,0.0,0.0,0,0,19
0.57,0.0,0.0,0.0,0,0,19
0.58,0.0,0.0,0.0,0,0,19
0.59,0.0,0.0,0.0,0,0,19
0.6,0.0,0.0,0.0,0,0,19
0.61,0.0,0.0,0.0,0,0,19
0.62,0.0,0.0,0.0,0,0,19
0.63,0.0,0.0,0.0,0,0,19
0.64,0.0,0.0,0.0,0,0,19
0.65,0.0,0.0,0.0,0,0,19
0.66,0.0,0.0,0.0,0,0,19
0.67,0.0,0.0,0.0,0,0,19
0.68,0.0,0.0,0.0,0,0,19
0.69,0.0,0.0,0.0,0,0,19
0.7,0.0,0.0,0.0,0,0,19
0.71,0.0,0.0,0.0,0,0,19
0.72,0.0,0.0,0.0,0,0,19
0.73,0.0,0.0,0.0,0,0,19
0.74,0.0,0.0,0.0,0,0,19
0.75,0.0,0.0,0.0,0,0,19
0.76,0.0,0.0,0.0,0,0,19
0.77,0.0,0.0,0.0,0,0,19
0.78,0.0,0.0,0.0,0,0,19
0.79,0.0,0.0,0.0,0,0,19
0.8,0.0,0.0,0.0,0,0,19
0.81,0.0,0.0,0.0,0,0,19
0.82,0.0,0.0,0.0,0,0,19
0.83,0.0,0.0,0.0,0,0,19
0.84,0.0,0.0,0.0,0,0,19
0.85,0.0,0.0,0.0,0,0,19
0.86,0.0,0.0,0.0,0,0,19
0.87,0.0,0.0,0.0,0,0,19
0.88,0.0,0.0,0.0,0,0,19
0.89,0.0,0.0,0.0,0,0,19
0.9,0.0,0.0,0.0,0,0,19
0.91,0.0,0.0,0.0,0,0,19
0.92,0.0,0.0,0.0,0,0,19
0.93,0.0,0.0,0.0,0,0,19
0.94,0.0,0.0,0.0,0,0,19
