prune_radius,threshold,precision,recall,f_beta,tp,fp,fn
0,0.05,0.072,1.0,0.281,26,333,0
0,0.07,0.09,1.0,0.33,26,264,0
0,0.09,0.103,1.0,0.365,26,226,0
0,0.11,0.113,1.0,0.389,26,204,0
0,0.13,0.123,1.0,0.411,26,186,0
0,0.15,0.129,1.0,0.426,26,175,0
0,0.17,0.135,1.0,0.439,26,166,0
0,0.19,0.143,1.0,0.455,26,156,0
0,0.21,0.146,1.0,0.461,26,152,0
0,0.23,0.156,1.0,0.48,26,141,0
0,0.25,0.161,1.0,0.491,26,135,0
0,0.27,0.167,1.0,0.5,26,130,0
0,0.29,0.173,1.0,0.512,26,124,0
0,0.31,0.177,1.0,0.518,26,121,0
0,0.33,0.182,1.0,0.526,26,117,0
0,0.35,0.19,1.0,0.539,26,111,0
0,0.37,0.193,1.0,0.544,26,109,0
0,0.39,0.2,1.0,0.556,26,104,0
0,0.41,0.205,1.0,0.563,26,101,0
0,0.43,0.21,1.0,0.57,26,98,0
0,0.45,0.22,1.0,0.586,26,92,0
0,0.47,0.224,1.0,0.591,26,90,0
0,0.49,0.228,1.0,0.596,26,88,0
0,0.51,0.232,1.0,0.602,26,86,0
0,0.53,0.239,1.0,0.61,26,83,0
0,0.55,0.245,1.0,0.619,26,80,0
0,0.57,0.252,1.0,0.628,26,77,0
0,0.59,0.26,1.0,0.637,26,74,0
0,0.61,0.265,1.0,0.644,26,72,0
0,0.63,0.274,1.0,0.653,26,69,0
0,0.65,0.277,1.0,0.657,26,68,0
0,0.67,0.28,1.0,0.66,26,67,0
0,0.69,0.289,1.0,0.67,26,64,0
0,0.71,0.284,0.962,0.651,25,63,1
0,0.73,0.291,0.962,0.658,25,61,1
0,0.75,0.301,0.962,0.668,25,58,1
0,0.77,0.304,0.923,0.656,24,55,2
0,0.79,0.32,0.923,0.67,24,51,2
0,0.81,0.32,0.923,0.67,24,51,2
0,0.83,0.32,0.923,0.67,24,51,2
0,0.85,0.329,0.923,0.678,24,49,2
0,0.87,0.353,0.923,0.698,24,44,2
0,0.89,0.359,0.885,0.685,23,41,3
0,0.91,0.377,0.885,0.697,23,38,3
0,0.93,0.426,0.885,0.728,23,31,3
1,0.05,0.204,0.808,0.507,21,82,5
1,0.07,0.296,0.808,0.6,21,50,5
1,0.09,0.368,0.808,0.652,21,36,5
1,0.11,0.396,0.808,0.669,21,32,5
1,0.13,0.447,0.808,0.695,21,26,5
1,0.15,0.5,0.808,0.719,21,21,5
1,0.17,0.525,0.808,0.729,21,19,5
1,0.19,0.553,0.808,0.739,21,17,5
1,0.21,0.553,0.808,0.739,21,17,5
1,0.23,0.568,0.808,0.745,21,16,5
1,0.25,0.583,0.808,0.75,21,15,5
1,0.27,0.6,0.808,0.755,21,14,5
1,0.29,0.618,0.808,0.761,21,13,5
1,0.31,0.636,0.808,0.766,21,12,5
1,0.33,0.636,0.808,0.766,21,12,5
1,0.35,0.724,0.808,0.789,21,8,5
1,0.37,0.724,0.808,0.789,21,8,5
1,0.39,0.724,0.808,0.789,21,8,5
1,0.41,0.75,0.808,0.795,21,7,5
1,0.43,0.75,0.808,0.795,21,7,5
1,0.45,0.778,0.808,0.802,21,6,5
1,0.47,0.778,0.808,0.802,21,6,5
1,0.49,0.778,0.808,0.802,21,6,5
1,0.51,0.808,0.808,0.808,21,5,5
1,0.53,0.808,0.808,0.808,21,5,5
1,0.55,0.808,0.808,0.808,21,5,5
1,0.57,0.808,0.808,0.808,21,5,5
1,0.59,0.808,0.808,0.808,21,5,5
1,0.61,0.84,0.808,0.814,21,4,5
1,0.63,0.84,0.808,0.814,21,4,5
1,0.65,0.84,0.808,0.814,21,4,5
1,0.67,0.84,0.808,0.814,21,4,5
1,0.69,0.84,0.808,0.814,21,4,5
1,0.71,0.84,0.808,0.814,21,4,5
1,0.73,0.875,0.808,0.82,21,3,5
1,0.75,0.875,0.808,0.82,21,3,5
1,0.77,0.87,0.769,0.787,20,3,6
1,0.79,0.909,0.769,0.794,20,2,6
1,0.81,0.909,0.769,0.794,20,2,6
1,0.83,0.909,0.769,0.794,20,2,6
1,0.85,0.909,0.769,0.794,20,2,6
1,0.87,0.952,0.769,0.8,20,1,6
1,0.89,0.952,0.769,0.8,20,1,6
1,0.91,0.952,0.769,0.8,20,1,6
1,0.93,0.952,0.769,0.8,20,1,6
2,0.05,0.206,0.808,0.51,21,81,5
