epoch,train_conf_loss,val_conf_loss
0,0.137766,0.0
1,0.131419,0.0
2,0.126593,0.0
3,0.128379,0.0
4,0.126945,0.0
5,0.122933,0.0
6,0.122544,0.0
7,0.119682,0.0
8,0.12598,0.0
9,0.117042,0.0
0,0.003149,0.0
1,0.006363,0.0
2,0.007661,0.0
3,0.00805,0.0
4,0.008129,0.0
5,0.008392,0.0
6,0.008116,0.0
7,0.008609,0.0
8,0.00859,0.0
9,0.008451,0.0
0,0.003972,0.0
1,0.003903,0.0
2,0.004466,0.0
3,0.004633,0.0
0,0.004312,0.0
1,0.004001,0.0
0,0.004191,0.0
1,0.003952,0.0
2,0.004162,0.0
3,0.00401,0.0
4,0.004209,0.0
5,0.004084,0.0
6,0.003932,0.0
0,0.136859,0.0
1,0.134447,0.0
2,0.124392,0.0
3,0.12584,0.0
4,0.125877,0.0
5,0.120509,0.0
6,0.120191,0.0
7,0.112726,0.0
8,0.113999,0.0
9,0.117149,0.0
0,0.11675,0.0
1,0.135185,0.0
2,0.146161,0.0
3,0.142646,0.0
4,0.124336,0.0
5,0.127915,0.0
6,0.126145,0.0
7,0.125571,0.0
8,0.124912,0.0
9,0.124561,0.0
