epoch,train_conf_loss,val_conf_loss
0,0.032196,0.0
1,0.033172,0.0
2,0.033098,0.0
0,0.024692,0.0
1,0.026527,0.0
2,0.026967,0.0
3,0.026021,0.0
4,0.02545,0.0
5,0.026116,0.0
0,0.014004,0.0
1,0.014971,0.0
2,0.015567,0.0
3,0.016227,0.0
4,0.016729,0.0
5,0.018463,0.0
6,0.019766,0.0
7,0.019292,0.0
8,0.019605,0.0
0,0.014403,0.0
1,0.016577,0.0
2,0.016215,0.0
3,0.016482,0.0
4,0.016503,0.0
5,0.014969,0.0
6,0.016484,0.0
7,0.016787,0.0
8,0.016641,0.0
9,0.018213,0.0
10,0.01634,0.0
11,0.016933,0.0
12,0.017313,0.0
13,0.01706,0.0
14,0.018441,0.0
15,0.018113,0.0
16,0.018555,0.0
17,0.019174,0.0
18,0.01704,0.0
19,0.017585,0.0
20,0.018374,0.0
21,0.018455,0.0
0,0.023446,0.0
1,0.025263,0.0
2,0.025867,0.0
0,0.026933,0.0
1,0.026271,0.0
2,0.027049,0.0
3,0.026614,0.0
4,0.025799,0.0
5,0.024131,0.0
6,0.024464,0.0
7,0.025737,0.0
8,0.024176,0.0
9,0.023824,0.0
10,0.024747,0.0
11,0.025958,0.0
12,0.026146,0.0
13,0.026063,0.0
14,0.026457,0.0
15,0.025031,0.0
16,0.025344,0.0
