epoch,train_conf_loss,val_conf_loss
0,3.075871,0.0
0,3.449134,0.0
1,1.609102,0.0
2,0.570569,0.0
3,0.398833,0.0
4,0.393154,0.0
5,0.32587,0.0
6,0.388674,0.0
7,0.365338,0.0
8,0.342598,0.0
9,0.302251,0.0
10,0.328618,0.0
11,0.326778,0.0
12,0.353823,0.0
13,0.342106,0.0
14,0.292104,0.0
15,0.329347,0.0
16,0.306194,0.0
0,3.186948,0.0
1,1.296454,0.0
2,0.513727,0.0
3,0.35716,0.0
4,0.394578,0.0
5,0.29764,0.0
6,0.37085,0.0
7,0.316613,0.0
0,0.30292,0.0
1,0.33173,0.0
2,0.265624,0.0
3,0.263227,0.0
4,0.26546,0.0
5,0.283608,0.0
6,0.24929,0.0
7,0.279419,0.0
8,0.239168,0.0
9,0.254222,0.0
10,0.221141,0.0
11,0.227509,0.0
12,0.237332,0.0
13,0.256108,0.0
14,0.204742,0.0
15,0.191866,0.0
16,0.192824,0.0
17,0.152498,0.0
18,0.198629,0.0
19,0.173603,0.0
20,0.181985,0.0
0,0.203096,0.0
1,0.169216,0.0
2,0.187844,0.0
3,0.173977,0.0
4,0.166777,0.0
5,0.18786,0.0
6,0.174656,0.0
7,0.187045,0.0
8,0.153653,0.0
9,0.172818,0.0
10,0.158975,0.0
11,0.160646,0.0
12,0.177725,0.0
13,0.161836,0.0
14,0.140985,0.0
15,0.167332,0.0
