epoch,train_conf_loss,val_conf_loss
0,0.038885,0.0
1,0.04758,0.0
2,0.046655,0.0
3,0.04605,0.0
4,0.053387,0.0
5,0.045771,0.0
6,0.055042,0.0
7,0.050575,0.0
8,0.063333,0.0
9,0.050835,0.0
10,0.053434,0.0
11,0.0474,0.0
12,0.05188,0.0
13,0.045876,0.0
14,0.054036,0.0
15,0.049279,0.0
16,0.053653,0.0
17,0.045473,0.0
18,0.051086,0.0
19,0.04578,0.0
20,0.04735,0.0
21,0.040183,0.0
22,0.048653,0.0
23,0.040618,0.0
24,0.043236,0.0
25,0.041779,0.0
26,0.047498,0.0
27,0.051717,0.0
28,0.0436,0.0
29,0.049045,0.0
30,0.041431,0.0
31,0.045037,0.0
32,0.048726,0.0
33,0.038298,0.0
34,0.041583,0.0
35,0.048693,0.0
36,0.047982,0.0
37,0.040554,0.0
38,0.047506,0.0
39,0.044901,0.0
40,0.040842,0.0
41,0.040153,0.0
42,0.046696,0.0
43,0.043396,0.0
44,0.040817,0.0
45,0.049781,0.0
46,0.042614,0.0
47,0.042628,0.0
48,0.045749,0.0
49,0.046982,0.0
0,0.139028,0.0
1,0.139055,0.0
2,0.150893,0.0
3,0.119256,0.0
4,0.14186,0.0
5,0.136651,0.0
6,0.121953,0.0
7,0.119279,0.0
8,0.129162,0.0
9,0.105622,0.0
