epoch,train_conf_loss,val_conf_loss
0,0.029965,0.0
1,0.03103,0.0
2,0.030542,0.0
3,0.031254,0.0
4,0.031232,0.0
0,0.030234,0.0
1,0.030685,0.0
2,0.03103,0.0
3,0.030563,0.0
4,0.030708,0.0
5,0.031518,0.0
6,0.031535,0.0
7,0.031913,0.0
8,0.031399,0.0
9,0.03166,0.0
10,0.031353,0.0
0,0.039872,0.0
1,0.031813,0.0
2,0.031872,0.0
3,0.031933,0.0
0,0.246886,0.0
1,0.035892,0.0
2,0.10817,0.0
3,0.261452,0.0
4,0.525408,0.0
5,0.139627,0.0
6,0.09517,0.0
7,0.082562,0.0
8,0.075917,0.0
9,0.074563,0.0
10,0.106273,0.0
11,0.054674,0.0
12,0.075143,0.0
13,0.149579,0.0
14,0.157718,0.0
15,0.045719,0.0
16,0.127552,0.0
17,0.120254,0.0
18,0.0475,0.0
19,0.079556,0.0
20,0.096614,0.0
21,0.090087,0.0
22,0.065539,0.0
23,0.05725,0.0
24,0.119356,0.0
25,0.0885,0.0
26,0.07774,0.0
27,0.118709,0.0
28,0.099352,0.0
29,0.050339,0.0
30,0.052756,0.0
31,0.06649,0.0
32,0.104025,0.0
33,0.084487,0.0
34,0.050084,0.0
35,0.079089,0.0
36,0.149152,0.0
37,0.095746,0.0
38,0.058271,0.0
39,0.050385,0.0
40,0.049425,0.0
41,0.078627,0.0
42,0.045604,0.0
43,0.056056,0.0
44,0.129286,0.0
45,0.108088,0.0
46,0.43557,0.0
47,0.164735,0.0
48,0.073062,0.0
