epoch,train_conf_loss,val_conf_loss
0,0.150129,0.0
1,0.15577,0.0
2,0.138983,0.0
3,0.135533,0.0
4,0.133178,0.0
5,0.127457,0.0
6,0.11815,0.0
7,0.118076,0.0
8,0.11413,0.0
9,0.118285,0.0
0,0.096654,0.0
1,0.101671,0.0
2,0.099346,0.0
3,0.098774,0.0
4,0.098094,0.0
5,0.100889,0.0
6,0.094577,0.0
7,0.092461,0.0
8,0.096052,0.0
9,0.090151,0.0
0,0.049286,0.0
1,0.052346,0.0
2,0.054803,0.0
3,0.059207,0.0
4,0.05178,0.0
5,0.052319,0.0
6,0.051778,0.0
7,0.052513,0.0
8,0.052446,0.0
9,0.045874,0.0
0,0.049393,0.0
1,0.051136,0.0
2,0.056871,0.0
3,0.060961,0.0
4,0.062676,0.0
5,0.060425,0.0
6,0.059088,0.0
7,0.056634,0.0
8,0.059294,0.0
9,0.058911,0.0
0,nan,0.0
1,nan,0.0
2,nan,0.0
3,nan,0.0
0,0.057779,0.0
1,0.058819,0.0
2,0.057144,0.0
3,0.053413,0.0
4,0.057796,0.0
5,0.056171,0.0
6,0.053745,0.0
7,0.05696,0.0
8,0.056745,0.0
9,0.055703,0.0
10,0.05843,0.0
11,0.056472,0.0
12,0.05638,0.0
13,0.054014,0.0
