epoch,train_conf_loss,val_conf_loss
0,0.031577,0.0
1,0.033878,0.0
2,0.032839,0.0
3,0.033834,0.0
4,0.033197,0.0
5,0.036858,0.0
0,0.035231,0.0
1,0.037734,0.0
2,0.039615,0.0
3,0.039895,0.0
4,0.039685,0.0
0,0.039061,0.0
1,0.039187,0.0
2,0.039322,0.0
3,0.039703,0.0
4,0.039286,0.0
5,0.039367,0.0
0,0.036626,0.0
1,0.031405,0.0
2,0.031011,0.0
3,0.030542,0.0
4,0.031723,0.0
5,0.028481,0.0
6,0.02967,0.0
7,0.03021,0.0
8,0.028825,0.0
9,0.028396,0.0
10,0.027858,0.0
11,0.027645,0.0
12,0.027724,0.0
13,0.026963,0.0
14,0.028529,0.0
15,0.028222,0.0
16,0.02894,0.0
17,0.02909,0.0
18,0.028555,0.0
19,0.02827,0.0
0,0.026893,0.0
1,0.026571,0.0
2,0.029587,0.0
0,0.028122,0.0
1,0.028517,0.0
2,0.027915,0.0
3,0.028349,0.0
4,0.028422,0.0
5,0.02843,0.0
6,0.02918,0.0
7,0.028733,0.0
8,0.02882,0.0
9,0.027936,0.0
10,0.028588,0.0
11,0.027883,0.0
12,0.027741,0.0
13,0.027534,0.0
14,0.027687,0.0
