prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.182,0.923,0.508,24,108,2
0,0.07,0.198,0.923,0.533,24,97,2
0,0.09,0.212,0.923,0.553,24,89,2
0,0.11,0.214,0.923,0.556,24,88,2
0,0.13,0.215,0.885,0.545,23,84,3
0,0.15,0.225,0.885,0.558,23,79,3
0,0.17,0.237,0.885,0.572,23,74,3
0,0.19,0.247,0.885,0.584,23,70,3
0,0.21,0.239,0.846,0.561,22,70,4
0,0.23,0.242,0.846,0.564,22,69,4
0,0.25,0.244,0.846,0.567,22,68,4
0,0.27,0.247,0.846,0.57,22,67,4
0,0.29,0.25,0.846,0.573,22,66,4
0,0.31,0.256,0.846,0.579,22,64,4
0,0.33,0.259,0.846,0.582,22,63,4
0,0.35,0.265,0.846,0.588,22,61,4
0,0.37,0.265,0.846,0.588,22,61,4
0,0.39,0.268,0.846,0.591,22,60,4
0,0.41,0.268,0.846,0.591,22,60,4
0,0.43,0.259,0.808,0.568,21,60,5
0,0.45,0.263,0.808,0.571,21,59,5
0,0.47,0.266,0.808,0.574,21,58,5
0,0.49,0.269,0.808,0.577,21,57,5
0,0.51,0.269,0.808,0.577,21,57,5
0,0.53,0.269,0.808,0.577,21,57,5
0,0.55,0.269,0.808,0.577,21,57,5
0,0.57,0.269,0.808,0.577,21,57,5
0,0.59,0.276,0.808,0.583,21,55,5
0,0.61,0.276,0.808,0.583,21,55,5
0,0.63,0.28,0.808,0.587,21,54,5
0,0.65,0.28,0.808,0.587,21,54,5
0,0.67,0.284,0.808,0.59,21,53,5
0,0.69,0.284,0.808,0.59,21,53,5
0,0.71,0.284,0.808,0.59,21,53,5
0,0.73,0.288,0.808,0.593,21,52,5
0,0.75,0.288,0.808,0.593,21,52,5
0,0.77,0.288,0.808,0.593,21,52,5
0,0.79,0.288,0.808,0.593,21,52,5
0,0.81,0.292,0.808,0.597,21,51,5
0,0.83,0.3,0.808,0.603,21,49,5
0,0.85,0.309,0.808,0.61,21,47,5
0,0.87,0.309,0.808,0.61,21,47,5
0,0.89,0.309,0.808,0.61,21,47,5
0,0.91,0.328,0.808,0.625,21,43,5
0,0.93,0.328,0.769,0.606,20,41,6
1,0.05,0.769,0.769,0.769,20,6,6
1,0.07,0.8,0.769,0.775,20,5,6
1,0.09,0.833,0.769,0.781,20,4,6
1,0.11,0.833,0.769,0.781,20,4,6
1,0.13,0.833,0.769,0.781,20,4,6
1,0.15,0.87,0.769,0.787,20,3,6
1,0.17,0.87,0.769,0.787,20,3,6
1,0.19,0.87,0.769,0.787,20,3,6
1,0.21,0.864,0.731,0.754,19,3,7
1,0.23,0.864,0.731,0.754,19,3,7
1,0.25,0.864,0.731,0.754,19,3,7
1,0.27,0.864,0.731,0.754,19,3,7
1,0.29,0.864,0.731,0.754,19,3,7
1,0.31,0.864,0.731,0.754,19,3,7
1,0.33,0.864,0.731,0.754,19,3,7
