epoch, train_conf_loss, train_dice, train_comp, val_conf_loss, val_dice, val_comp, train_top10, train_top50, train_top300, val_top10, val_top50, val_top300
    0,        0.297868,   0.010058,   0.043136,           0.0,      0.0,      0.0,    0.026042,    0.078125,     0.229167,       0.0,       0.0,        0.0
    1,        0.160399,   0.010281,   0.0768  ,           0.0,      0.0,      0.0,    0.192708,    0.239583,     0.395833,       0.0,       0.0,        0.0
    2,        0.1047  ,   0.010611,   0.100064,           0.0,      0.0,      0.0,    0.171875,    0.244792,     0.557292,       0.0,       0.0,        0.0
    3,        0.068389,   0.010291,   0.105874,           0.0,      0.0,      0.0,    0.083333,    0.140625,     0.510417,       0.0,       0.0,        0.0
    4,        0.05176 ,   0.010322,   0.094325,           0.0,      0.0,      0.0,    0.026042,    0.078125,     0.369792,       0.0,       0.0,        0.0
    5,        0.042897,   0.009853,   0.099779,           0.0,      0.0,      0.0,    0.015625,    0.078125,     0.34375 ,       0.0,       0.0,        0.0
    6,        0.03723 ,   0.009436,   0.100952,           0.0,      0.0,      0.0,    0.020833,    0.09375 ,     0.328125,       0.0,       0.0,        0.0
    7,        0.036226,   0.010386,   0.108585,           0.0,      0.0,      0.0,    0.026042,    0.104167,     0.34375 ,       0.0,       0.0,        0.0
    8,        0.032299,   0.00969 ,   0.109192,           0.0,      0.0,      0.0,    0.010417,    0.083333,     0.265625,       0.0,       0.0,        0.0
    9,        0.033868,   0.010503,   0.106703,           0.0,      0.0,      0.0,    0.005208,    0.036458,     0.239583,       0.0,       0.0,        0.0
   10,        0.031367,   0.009126,   0.101303,           0.0,      0.0,      0.0,    0.010417,    0.03125 ,     0.197917,       0.0,       0.0,        0.0
   11,        0.029892,   0.008551,   0.110583,           0.0,      0.0,      0.0,    0.015625,    0.041667,     0.223958,       0.0,       0.0,        0.0
   12,        0.032157,   0.010316,   0.11506 ,           0.0,      0.0,      0.0,    0.005208,    0.0625  ,     0.234375,       0.0,       0.0,        0.0
   13,        0.030802,   0.010355,   0.121856,           0.0,      0.0,      0.0,    0.015625,    0.067708,     0.234375,       0.0,       0.0,        0.0
   14,        0.031553,   0.011699,   0.136712,           0.0,      0.0,      0.0,    0.005208,    0.046875,     0.296875,       0.0,       0.0,        0.0
   15,        0.029118,   0.009436,   0.118647,           0.0,      0.0,      0.0,    0.010417,    0.046875,     0.260417,       0.0,       0.0,        0.0
   16,        0.031025,   0.009972,   0.128254,           0.0,      0.0,      0.0,    0.010417,    0.057292,     0.234375,       0.0,       0.0,        0.0
   17,        0.030399,   0.010442,   0.141311,           0.0,      0.0,      0.0,    0.005208,    0.0625  ,     0.276042,       0.0,       0.0,        0.0
   18,        0.031482,   0.010138,   0.132589,           0.0,      0.0,      0.0,    0.005208,    0.046875,     0.239583,       0.0,       0.0,        0.0
   19,        0.030325,   0.011072,   0.143053,           0.0,      0.0,      0.0,    0.005208,    0.057292,     0.291667,       0.0,       0.0,        0.0
   20,        0.03179 ,   0.011333,   0.147101,           0.0,      0.0,      0.0,    0.005208,    0.03125 ,     0.244792,       0.0,       0.0,        0.0
   21,        0.031115,   0.009749,   0.123337,           0.0,      0.0,      0.0,    0.0     ,    0.041667,     0.260417,       0.0,       0.0,        0.0
   22,        0.029564,   0.010949,   0.15066 ,           0.0,      0.0,      0.0,    0.020833,    0.104167,     0.28125 ,       0.0,       0.0,        0.0
   23,        0.030182,   0.011842,   0.161884,           0.0,      0.0,      0.0,    0.005208,    0.078125,     0.317708,       0.0,       0.0,        0.0
   24,        0.028652,   0.010396,   0.154183,           0.0,      0.0,      0.0,    0.010417,    0.078125,     0.223958,       0.0,       0.0,        0.0
