prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.008,0.9,0.04,9,1063,1
0,0.07,0.014,0.9,0.064,9,649,1
0,0.09,0.02,0.9,0.091,9,445,1
0,0.11,0.028,0.9,0.123,9,316,1
0,0.13,0.036,0.9,0.154,9,244,1
0,0.15,0.045,0.9,0.186,9,193,1
0,0.17,0.057,0.9,0.227,9,149,1
0,0.19,0.064,0.9,0.25,9,131,1
0,0.21,0.078,0.9,0.29,9,106,1
0,0.23,0.076,0.8,0.276,8,97,2
0,0.25,0.092,0.8,0.315,8,79,2
0,0.27,0.104,0.8,0.342,8,69,2
0,0.29,0.113,0.8,0.36,8,63,2
0,0.31,0.123,0.8,0.381,8,57,2
0,0.33,0.151,0.8,0.43,8,45,2
0,0.35,0.19,0.8,0.488,8,34,2
0,0.37,0.216,0.8,0.519,8,29,2
0,0.39,0.2,0.7,0.467,7,28,3
0,0.41,0.25,0.7,0.515,7,21,3
0,0.43,0.304,0.7,0.556,7,16,3
0,0.45,0.318,0.7,0.565,7,15,3
0,0.47,0.35,0.7,0.583,7,13,3
0,0.49,0.368,0.7,0.593,7,12,3
0,0.51,0.389,0.7,0.603,7,11,3
0,0.53,0.583,0.7,0.673,7,5,3
0,0.55,0.583,0.7,0.673,7,5,3
0,0.57,0.636,0.7,0.686,7,4,3
0,0.59,0.7,0.7,0.7,7,3,3
0,0.61,0.75,0.6,0.625,6,2,4
0,0.63,0.714,0.5,0.532,5,2,5
0,0.65,0.714,0.5,0.532,5,2,5
0,0.67,0.8,0.4,0.444,4,1,6
0,0.69,0.8,0.4,0.444,4,1,6
0,0.71,1.0,0.3,0.349,3,0,7
0,0.73,1.0,0.3,0.349,3,0,7
0,0.75,1.0,0.2,0.238,2,0,8
0,0.77,1.0,0.2,0.238,2,0,8
0,0.79,1.0,0.1,0.122,1,0,9
0,0.81,1.0,0.1,0.122,1,0,9
0,0.83,1.0,0.1,0.122,1,0,9
0,0.85,0.0,0.0,0.0,0,0,10
0,0.87,0.0,0.0,0.0,0,0,10
0,0.89,0.0,0.0,0.0,0,0,10
0,0.91,0.0,0.0,0.0,0,0,10
0,0.93,0.0,0.0,0.0,0,0,10
1,0.05,0.057,0.9,0.227,9,149,1
1,0.07,0.083,0.9,0.302,9,100,1
1,0.09,0.111,0.9,0.372,9,72,1
1,0.11,0.15,0.9,0.45,9,51,1
1,0.13,0.18,0.9,0.5,9,41,1
1,0.15,0.22,0.9,0.556,9,32,1
1,0.17,0.273,0.9,0.616,9,24,1
1,0.19,0.31,0.9,0.652,9,20,1
1,0.21,0.391,0.9,0.714,9,14,1
1,0.23,0.381,0.8,0.656,8,13,2
1,0.25,0.4,0.8,0.667,8,12,2
1,0.27,0.444,0.8,0.69,8,10,2
1,0.29,0.444,0.8,0.69,8,10,2
1,0.31,0.444,0.8,0.69,8,10,2
1,0.33,0.5,0.8,0.714,8,8,2
1,0.35,0.533,0.8,0.727,8,7,2
1,0.37,0.615,0.8,0.755,8,5,2
1,0.39,0.636,0.7,0.686,7,4,3
1,0.41,0.7,0.7,0.7,7,3,3
1,0.43,0.7,0.7,0.7,7,3,3
1,0.45,0.7,0.7,0.7,7,3,3
1,0.47,0.7,0.7,0.7,7,3,3
1,0.49,0.7,0.7,0.7,7,3,3
1,0.51,0.7,0.7,0.7,7,3,3
1,0.53,0.875,0.7,0.729,7,1,3
1,0.55,0.875,0.7,0.729,7,1,3
1,0.57,1.0,0.7,0.745,7,0,3
1,0.59,1.0,0.7,0.745,7,0,3
1,0.61,1.0,0.6,0.652,6,0,4
1,0.63,1.0,0.5,0.556,5,0,5
1,0.65,1.0,0.5,0.556,5,0,5
1,0.67,1.0,0.4,0.455,4,0,6
1,0.69,1.0,0.4,0.455,4,0,6
1,0.71,1.0,0.3,0.349,3,0,7
1,0.73,1.0,0.3,0.349,3,0,7
1,0.75,1.0,0.2,0.238,2,0,8
1,0.77,1.0,0.2,0.238,2,0,8
1,0.79,1.0,0.1,0.122,1,0,9
1,0.81,1.0,0.1,0.122,1,0,9
1,0.83,1.0,0.1,0.122,1,0,9
1,0.85,0.0,0.0,0.0,0,0,10
1,0.87,0.0,0.0,0.0,0,0,10
1,0.89,0.0,0.0,0.0,0,0,10
1,0.91,0.0,0.0,0.0,0,0,10
1,0.93,0.0,0.0,0.0,0,0,10
2,0.05,0.071,0.9,0.269,9,118,1
2,0.07,0.101,0.9,0.349,9,80,1
2,0.09,0.125,0.9,0.402,9,63,1
2,0.11,0.167,0.9,0.479,9,45,1
2,0.13,0.196,0.9,0.523,9,37,1
2,0.15,0.231,0.9,0.57,9,30,1
2,0.17,0.273,0.9,0.616,9,24,1
2,0.19,0.31,0.9,0.652,9,20,1
2,0.21,0.391,0.9,0.714,9,14,1
2,0.23,0.381,0.8,0.656,8,13,2
2,0.25,0.4,0.8,0.667,8,12,2
2,0.27,0.444,0.8,0.69,8,10,2
2,0.29,0.444,0.8,0.69,8,10,2
2,0.31,0.444,0.8,0.69,8,10,2
2,0.33,0.5,0.8,0.714,8,8,2
2,0.35,0.533,0.8,0.727,8,7,2
2,0.37,0.615,0.8,0.755,8,5,2
2,0.39,0.636,0.7,0.686,7,4,3
2,0.41,0.7,0.7,0.7,7,3,3
2,0.43,0.7,0.7,0.7,7,3,3
2,0.45,0.7,0.7,0.7,7,3,3
2,0.47,0.7,0.7,0.7,7,3,3
2,0.49,0.7,0.7,0.7,7,3,3
2,0.51,0.7,0.7,0.7,7,3,3
2,0.53,0.875,0.7,0.729,7,1,3
2,0.55,0.875,0.7,0.729,7,1,3
2,0.57,1.0,0.7,0.745,7,0,3
2,0.59,1.0,0.7,0.745,7,0,3
2,0.61,1.0,0.6,0.652,6,0,4
2,0.63,1.0,0.5,0.556,5,0,5
2,0.65,1.0,0.5,0.556,5,0,5
2,0.67,1.0,0.4,0.455,4,0,6
2,0.69,1.0,0.4,0.455,4,0,6
2,0.71,1.0,0.3,0.349,3,0,7
2,0.73,1.0,0.3,0.349,3,0,7
2,0.75,1.0,0.2,0.238,2,0,8
2,0.77,1.0,0.2,0.238,2,0,8
2,0.79,1.0,0.1,0.122,1,0,9
2,0.81,1.0,0.1,0.122,1,0,9
2,0.83,1.0,0.1,0.122,1,0,9
2,0.85,0.0,0.0,0.0,0,0,10
2,0.87,0.0,0.0,0.0,0,0,10
2,0.89,0.0,0.0,0.0,0,0,10
2,0.91,0.0,0.0,0.0,0,0,10
2,0.93,0.0,0.0,0.0,0,0,10
3,0.05,0.076,0.9,0.283,9,110,1
3,0.07,0.103,0.9,0.354,9,78,1
3,0.09,0.127,0.9,0.405,9,62,1
3,0.11,0.167,0.9,0.479,9,45,1
3,0.13,0.196,0.9,0.523,9,37,1
3,0.15,0.231,0.9,0.57,9,30,1
3,0.17,0.273,0.9,0.616,9,24,1
3,0.19,0.31,0.9,0.652,9,20,1
3,0.21,0.391,0.9,0.714,9,14,1
3,0.23,0.381,0.8,0.656,8,13,2
3,0.25,0.4,0.8,0.667,8,12,2
3,0.27,0.444,0.8,0.69,8,10,2
3,0.29,0.444,0.8,0.69,8,10,2
3,0.31,0.444,0.8,0.69,8,10,2
3,0.33,0.5,0.8,0.714,8,8,2
3,0.35,0.533,0.8,0.727,8,7,2
3,0.37,0.615,0.8,0.755,8,5,2
3,0.39,0.636,0.7,0.686,7,4,3
3,0.41,0.7,0.7,0.7,7,3,3
3,0.43,0.7,0.7,0.7,7,3,3
3,0.45,0.7,0.7,0.7,7,3,3
3,0.47,0.7,0.7,0.7,7,3,3
3,0.49,0.7,0.7,0.7,7,3,3
3,0.51,0.7,0.7,0.7,7,3,3
3,0.53,0.875,0.7,0.729,7,1,3
3,0.55,0.875,0.7,0.729,7,1,3
3,0.57,1.0,0.7,0.745,7,0,3
3,0.59,1.0,0.7,0.745,7,0,3
3,0.61,1.0,0.6,0.652,6,0,4
3,0.63,1.0,0.5,0.556,5,0,5
3,0.65,1.0,0.5,0.556,5,0,5
3,0.67,1.0,0.4,0.455,4,0,6
3,0.69,1.0,0.4,0.455,4,0,6
3,0.71,1.0,0.3,0.349,3,0,7
3,0.73,1.0,0.3,0.349,3,0,7
3,0.75,1.0,0.2,0.238,2,0,8
3,0.77,1.0,0.2,0.238,2,0,8
3,0.79,1.0,0.1,0.122,1,0,9
3,0.81,1.0,0.1,0.122,1,0,9
3,0.83,1.0,0.1,0.122,1,0,9
3,0.85,0.0,0.0,0.0,0,0,10
3,0.87,0.0,0.0,0.0,0,0,10
3,0.89,0.0,0.0,0.0,0,0,10
3,0.91,0.0,0.0,0.0,0,0,10
3,0.93,0.0,0.0,0.0,0,0,10
4,0.05,0.08,0.9,0.294,9,104,1
4,0.07,0.107,0.9,0.363,9,75,1
4,0.09,0.132,0.9,0.417,9,59,1
4,0.11,0.167,0.9,0.479,9,45,1
4,0.13,0.196,0.9,0.523,9,37,1
4,0.15,0.231,0.9,0.57,9,30,1
4,0.17,0.273,0.9,0.616,9,24,1
4,0.19,0.321,0.9,0.662,9,19,1
4,0.21,0.391,0.9,0.714,9,14,1
4,0.23,0.381,0.8,0.656,8,13,2
4,0.25,0.4,0.8,0.667,8,12,2
4,0.27,0.444,0.8,0.69,8,10,2
4,0.29,0.444,0.8,0.69,8,10,2
4,0.31,0.444,0.8,0.69,8,10,2
4,0.33,0.5,0.8,0.714,8,8,2
4,0.35,0.533,0.8,0.727,8,7,2
4,0.37,0.615,0.8,0.755,8,5,2
4,0.39,0.636,0.7,0.686,7,4,3
4,0.41,0.7,0.7,0.7,7,3,3
4,0.43,0.7,0.7,0.7,7,3,3
4,0.45,0.7,0.7,0.7,7,3,3
4,0.47,0.7,0.7,0.7,7,3,3
4,0.49,0.7,0.7,0.7,7,3,3
4,0.51,0.7,0.7,0.7,7,3,3
4,0.53,0.875,0.7,0.729,7,1,3
4,0.55,0.875,0.7,0.729,7,1,3
4,0.57,1.0,0.7,0.745,7,0,3
4,0.59,1.0,0.7,0.745,7,0,3
4,0.61,1.0,0.6,0.652,6,0,4
4,0.63,1.0,0.5,0.556,5,0,5
4,0.65,1.0,0.5,0.556,5,0,5
4,0.67,1.0,0.4,0.455,4,0,6
4,0.69,1.0,0.4,0.455,4,0,6
4,0.71,1.0,0.3,0.349,3,0,7
4,0.73,1.0,0.3,0.349,3,0,7
4,0.75,1.0,0.2,0.238,2,0,8
4,0.77,1.0,0.2,0.238,2,0,8
4,0.79,1.0,0.1,0.122,1,0,9
4,0.81,1.0,0.1,0.122,1,0,9
4,0.83,1.0,0.1,0.122,1,0,9
4,0.85,0.0,0.0,0.0,0,0,10
4,0.87,0.0,0.0,0.0,0,0,10
4,0.89,0.0,0.0,0.0,0,0,10
4,0.91,0.0,0.0,0.0,0,0,10
4,0.93,0.0,0.0,0.0,0,0,10
5,0.05,0.082,0.9,0.3,9,101,1
5,0.07,0.113,0.9,0.375,9,71,1
5,0.09,0.138,0.9,0.429,9,56,1
5,0.11,0.17,0.9,0.484,9,44,1
5,0.13,0.2,0.9,0.529,9,36,1
5,0.15,0.237,0.9,0.577,9,29,1
5,0.17,0.281,0.9,0.625,9,23,1
5,0.19,0.321,0.9,0.662,9,19,1
5,0.21,0.391,0.9,0.714,9,14,1
5,0.23,0.381,0.8,0.656,8,13,2
5,0.25,0.4,0.8,0.667,8,12,2
5,0.27,0.444,0.8,0.69,8,10,2
5,0.29,0.444,0.8,0.69,8,10,2
5,0.31,0.444,0.8,0.69,8,10,2
5,0.33,0.5,0.8,0.714,8,8,2
5,0.35,0.533,0.8,0.727,8,7,2
5,0.37,0.615,0.8,0.755,8,5,2
5,0.39,0.636,0.7,0.686,7,4,3
5,0.41,0.7,0.7,0.7,7,3,3
5,0.43,0.7,0.7,0.7,7,3,3
5,0.45,0.7,0.7,0.7,7,3,3
5,0.47,0.7,0.7,0.7,7,3,3
5,0.49,0.7,0.7,0.7,7,3,3
5,0.51,0.7,0.7,0.7,7,3,3
5,0.53,0.875,0.7,0.729,7,1,3
5,0.55,0.875,0.7,0.729,7,1,3
5,0.57,1.0,0.7,0.745,7,0,3
5,0.59,1.0,0.7,0.745,7,0,3
5,0.61,1.0,0.6,0.652,6,0,4
5,0.63,1.0,0.5,0.556,5,0,5
5,0.65,1.0,0.5,0.556,5,0,5
5,0.67,1.0,0.4,0.455,4,0,6
5,0.69,1.0,0.4,0.455,4,0,6
5,0.71,1.0,0.3,0.349,3,0,7
5,0.73,1.0,0.3,0.349,3,0,7
5,0.75,1.0,0.2,0.238,2,0,8
5,0.77,1.0,0.2,0.238,2,0,8
5,0.79,1.0,0.1,0.122,1,0,9
5,0.81,1.0,0.1,0.122,1,0,9
5,0.83,1.0,0.1,0.122,1,0,9
5,0.85,0.0,0.0,0.0,0,0,10
