prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.02,0.9,0.092,9,438,1
0,0.07,0.026,0.9,0.117,9,335,1
0,0.09,0.033,0.9,0.143,9,265,1
0,0.11,0.04,0.9,0.169,9,218,1
0,0.13,0.047,0.9,0.194,9,183,1
0,0.15,0.055,0.9,0.221,9,155,1
0,0.17,0.059,0.9,0.233,9,144,1
0,0.19,0.066,0.9,0.254,9,128,1
0,0.21,0.071,0.9,0.271,9,117,1
0,0.23,0.08,0.9,0.294,9,104,1
0,0.25,0.088,0.9,0.317,9,93,1
0,0.27,0.099,0.9,0.344,9,82,1
0,0.29,0.113,0.9,0.375,9,71,1
0,0.31,0.119,0.8,0.374,8,59,2
0,0.33,0.131,0.8,0.396,8,53,2
0,0.35,0.143,0.8,0.417,8,48,2
0,0.37,0.152,0.7,0.407,7,39,3
0,0.39,0.171,0.7,0.432,7,34,3
0,0.41,0.175,0.7,0.438,7,33,3
0,0.43,0.2,0.7,0.467,7,28,3
0,0.45,0.206,0.7,0.473,7,27,3
0,0.47,0.25,0.7,0.515,7,21,3
0,0.49,0.28,0.7,0.538,7,18,3
0,0.51,0.292,0.7,0.547,7,17,3
0,0.53,0.318,0.7,0.565,7,15,3
0,0.55,0.368,0.7,0.593,7,12,3
0,0.57,0.438,0.7,0.625,7,9,3
0,0.59,0.438,0.7,0.625,7,9,3
0,0.61,0.462,0.6,0.566,6,7,4
0,0.63,0.455,0.5,0.49,5,6,5
0,0.65,0.5,0.5,0.5,5,5,5
0,0.67,0.5,0.5,0.5,5,5,5
0,0.69,0.625,0.5,0.521,5,3,5
0,0.71,0.571,0.4,0.426,4,3,6
0,0.73,0.571,0.4,0.426,4,3,6
0,0.75,0.8,0.4,0.444,4,1,6
0,0.77,1.0,0.4,0.455,4,0,6
0,0.79,1.0,0.4,0.455,4,0,6
0,0.81,1.0,0.3,0.349,3,0,7
0,0.83,1.0,0.2,0.238,2,0,8
0,0.85,1.0,0.1,0.122,1,0,9
0,0.87,0.0,0.0,0.0,0,0,10
0,0.89,0.0,0.0,0.0,0,0,10
0,0.91,0.0,0.0,0.0,0,0,10
0,0.93,0.0,0.0,0.0,0,0,10
1,0.05,0.155,0.9,0.459,9,49,1
