epoch,train_conf_loss,val_conf_loss
0,0.152884,0.0
0,0.156807,0.0
1,0.187429,0.0
2,0.181102,0.0
3,0.181293,0.0
4,0.178875,0.0
5,0.179204,0.0
6,0.163301,0.0
7,0.175007,0.0
8,0.168325,0.0
9,0.161751,0.0
0,0.131574,0.0
1,0.119291,0.0
2,0.106327,0.0
3,0.094724,0.0
4,0.105727,0.0
5,0.099507,0.0
6,0.087334,0.0
7,0.085518,0.0
8,0.076798,0.0
9,0.093483,0.0
0,0.135983,0.0
1,0.138989,0.0
2,0.121144,0.0
3,0.126562,0.0
4,0.113075,0.0
5,0.138989,0.0
6,0.122261,0.0
7,0.126245,0.0
8,0.108376,0.0
9,0.112798,0.0
0,0.129488,0.0
1,0.104753,0.0
2,0.126122,0.0
3,0.12802,0.0
4,0.118609,0.0
0,0.113389,0.0
1,0.123889,0.0
2,0.111327,0.0
3,0.117246,0.0
4,0.110637,0.0
5,0.109573,0.0
6,0.11223,0.0
7,0.120327,0.0
8,0.106909,0.0
9,0.103659,0.0
