prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.052,0.9,0.212,9,163,1
0,0.07,0.062,0.8,0.235,8,122,2
0,0.09,0.071,0.8,0.263,8,104,2
0,0.11,0.08,0.8,0.286,8,92,2
0,0.13,0.089,0.8,0.308,8,82,2
0,0.15,0.103,0.8,0.339,8,70,2
0,0.17,0.111,0.8,0.357,8,64,2
0,0.19,0.121,0.8,0.377,8,58,2
0,0.21,0.127,0.8,0.388,8,55,2
0,0.23,0.145,0.8,0.421,8,47,2
0,0.25,0.135,0.7,0.38,7,45,3
0,0.27,0.149,0.7,0.402,7,40,3
0,0.29,0.163,0.7,0.422,7,36,3
0,0.31,0.171,0.7,0.432,7,34,3
0,0.33,0.179,0.7,0.443,7,32,3
0,0.35,0.162,0.6,0.39,6,31,4
0,0.37,0.182,0.6,0.411,6,27,4
0,0.39,0.2,0.6,0.429,6,24,4
0,0.41,0.185,0.5,0.373,5,22,5
0,0.43,0.2,0.5,0.385,5,20,5
0,0.45,0.208,0.5,0.391,5,19,5
0,0.47,0.217,0.5,0.397,5,18,5
0,0.49,0.238,0.5,0.41,5,16,5
0,0.51,0.25,0.5,0.417,5,15,5
0,0.53,0.278,0.5,0.431,5,13,5
0,0.55,0.312,0.5,0.446,5,11,5
0,0.57,0.312,0.5,0.446,5,11,5
0,0.59,0.357,0.5,0.463,5,9,5
0,0.61,0.357,0.5,0.463,5,9,5
0,0.63,0.455,0.5,0.49,5,6,5
0,0.65,0.455,0.5,0.49,5,6,5
0,0.67,0.5,0.5,0.5,5,5,5
0,0.69,0.556,0.5,0.51,5,4,5
0,0.71,0.5,0.4,0.417,4,4,6
0,0.73,0.571,0.4,0.426,4,3,6
0,0.75,0.5,0.3,0.326,3,3,7
0,0.77,0.5,0.3,0.326,3,3,7
0,0.79,0.6,0.3,0.333,3,2,7
0,0.81,0.75,0.3,0.341,3,1,7
0,0.83,0.667,0.2,0.233,2,1,8
0,0.85,1.0,0.2,0.238,2,0,8
0,0.87,0.0,0.0,0.0,0,0,10
0,0.89,0.0,0.0,0.0,0,0,10
0,0.91,0.0,0.0,0.0,0,0,10
0,0.93,0.0,0.0,0.0,0,0,10
1,0.05,0.321,0.9,0.662,9,19,1
1,0.07,0.381,0.8,0.656,8,13,2
1,0.09,0.471,0.8,0.702,8,9,2
1,0.11,0.471,0.8,0.702,8,9,2
1,0.13,0.533,0.8,0.727,8,7,2
1,0.15,0.615,0.8,0.755,8,5,2
1,0.17,0.667,0.8,0.769,8,4,2
1,0.19,0.667,0.8,0.769,8,4,2
1,0.21,0.667,0.8,0.769,8,4,2
