prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.016,1.0,0.075,10,618,0
0,0.07,0.025,1.0,0.112,10,398,0
0,0.09,0.03,0.9,0.134,9,288,1
0,0.11,0.039,0.9,0.165,9,224,1
0,0.13,0.047,0.9,0.193,9,184,1
0,0.15,0.053,0.9,0.215,9,160,1
0,0.17,0.062,0.9,0.242,9,137,1
0,0.19,0.072,0.9,0.273,9,116,1
0,0.21,0.083,0.9,0.304,9,99,1
0,0.23,0.103,0.9,0.354,9,78,1
0,0.25,0.118,0.9,0.388,9,67,1
0,0.27,0.125,0.9,0.402,9,63,1
0,0.29,0.155,0.9,0.459,9,49,1
0,0.31,0.17,0.9,0.484,9,44,1
0,0.33,0.196,0.9,0.523,9,37,1
0,0.35,0.214,0.9,0.549,9,33,1
0,0.37,0.225,0.9,0.562,9,31,1
0,0.39,0.273,0.9,0.616,9,24,1
0,0.41,0.3,0.9,0.643,9,21,1
0,0.43,0.321,0.9,0.662,9,19,1
0,0.45,0.36,0.9,0.692,9,16,1
0,0.47,0.375,0.9,0.703,9,15,1
0,0.49,0.364,0.8,0.645,8,14,2
0,0.51,0.381,0.8,0.656,8,13,2
0,0.53,0.421,0.8,0.678,8,11,2
0,0.55,0.444,0.8,0.69,8,10,2
0,0.57,0.5,0.8,0.714,8,8,2
0,0.59,0.533,0.8,0.727,8,7,2
0,0.61,0.583,0.7,0.673,7,5,3
0,0.63,0.556,0.5,0.51,5,4,5
0,0.65,0.556,0.5,0.51,5,4,5
0,0.67,0.625,0.5,0.521,5,3,5
0,0.69,0.714,0.5,0.532,5,2,5
0,0.71,0.714,0.5,0.532,5,2,5
0,0.73,0.833,0.5,0.543,5,1,5
0,0.75,0.8,0.4,0.444,4,1,6
0,0.77,0.75,0.3,0.341,3,1,7
0,0.79,1.0,0.3,0.349,3,0,7
0,0.81,1.0,0.2,0.238,2,0,8
0,0.83,1.0,0.1,0.122,1,0,9
0,0.85,0.0,0.0,0.0,0,0,10
0,0.87,0.0,0.0,0.0,0,0,10
0,0.89,0.0,0.0,0.0,0,0,10
0,0.91,0.0,0.0,0.0,0,0,10
0,0.93,0.0,0.0,0.0,0,0,10
1,0.05,0.089,1.0,0.329,10,102,0
1,0.07,0.141,1.0,0.45,10,61,0
1,0.09,0.173,0.9,0.489,9,43,1
1,0.11,0.196,0.9,0.523,9,37,1
1,0.13,0.214,0.9,0.549,9,33,1
1,0.15,0.25,0.9,0.592,9,27,1
1,0.17,0.273,0.9,0.616,9,24,1
1,0.19,0.3,0.9,0.643,9,21,1
1,0.21,0.346,0.9,0.682,9,17,1
1,0.23,0.36,0.9,0.692,9,16,1
1,0.25,0.391,0.9,0.714,9,14,1
1,0.27,0.391,0.9,0.714,9,14,1
1,0.29,0.429,0.9,0.738,9,12,1
1,0.31,0.5,0.9,0.776,9,9,1
1,0.33,0.562,0.9,0.804,9,7,1
1,0.35,0.6,0.9,0.818,9,6,1
1,0.37,0.6,0.9,0.818,9,6,1
1,0.39,0.643,0.9,0.833,9,5,1
1,0.41,0.692,0.9,0.849,9,4,1
1,0.43,0.692,0.9,0.849,9,4,1
1,0.45,0.9,0.9,0.9,9,1,1
1,0.47,0.9,0.9,0.9,9,1,1
1,0.49,0.889,0.8,0.816,8,1,2
1,0.51,0.889,0.8,0.816,8,1,2
1,0.53,0.889,0.8,0.816,8,1,2
1,0.55,1.0,0.8,0.833,8,0,2
1,0.57,1.0,0.8,0.833,8,0,2
1,0.59,1.0,0.8,0.833,8,0,2
1,0.61,1.0,0.7,0.745,7,0,3
1,0.63,1.0,0.5,0.556,5,0,5
1,0.65,1.0,0.5,0.556,5,0,5
1,0.67,1.0,0.5,0.556,5,0,5
1,0.69,1.0,0.5,0.556,5,0,5
1,0.71,1.0,0.5,0.556,5,0,5
1,0.73,1.0,0.5,0.556,5,0,5
1,0.75,1.0,0.4,0.455,4,0,6
1,0.77,1.0,0.3,0.349,3,0,7
1,0.79,1.0,0.3,0.349,3,0,7
1,0.81,1.0,0.2,0.238,2,0,8
1,0.83,1.0,0.1,0.122,1,0,9
1,0.85,0.0,0.0,0.0,0,0,10
1,0.87,0.0,0.0,0.0,0,0,10
1,0.89,0.0,0.0,0.0,0,0,10
1,0.91,0.0,0.0,0.0,0,0,10
1,0.93,0.0,0.0,0.0,0,0,10
2,0.05,0.102,1.0,0.362,10,88,0
2,0.07,0.154,1.0,0.476,10,55,0
2,0.09,0.173,0.9,0.489,9,43,1
2,0.11,0.196,0.9,0.523,9,37,1
2,0.13,0.214,0.9,0.549,9,33,1
2,0.15,0.25,0.9,0.592,9,27,1
2,0.17,0.273,0.9,0.616,9,24,1
2,0.19,0.3,0.9,0.643,9,21,1
2,0.21,0.346,0.9,0.682,9,17,1
2,0.23,0.36,0.9,0.692,9,16,1
2,0.25,0.391,0.9,0.714,9,14,1
2,0.27,0.391,0.9,0.714,9,14,1
2,0.29,0.429,0.9,0.738,9,12,1
2,0.31,0.5,0.9,0.776,9,9,1
2,0.33,0.562,0.9,0.804,9,7,1
2,0.35,0.6,0.9,0.818,9,6,1
2,0.37,0.6,0.9,0.818,9,6,1
2,0.39,0.643,0.9,0.833,9,5,1
2,0.41,0.692,0.9,0.849,9,4,1
2,0.43,0.692,0.9,0.849,9,4,1
2,0.45,0.9,0.9,0.9,9,1,1
2,0.47,0.9,0.9,0.9,9,1,1
2,0.49,0.889,0.8,0.816,8,1,2
2,0.51,0.889,0.8,0.816,8,1,2
2,0.53,0.889,0.8,0.816,8,1,2
2,0.55,1.0,0.8,0.833,8,0,2
2,0.57,1.0,0.8,0.833,8,0,2
2,0.59,1.0,0.8,0.833,8,0,2
2,0.61,1.0,0.7,0.745,7,0,3
2,0.63,1.0,0.5,0.556,5,0,5
2,0.65,1.0,0.5,0.556,5,0,5
2,0.67,1.0,0.5,0.556,5,0,5
2,0.69,1.0,0.5,0.556,5,0,5
2,0.71,1.0,0.5,0.556,5,0,5
2,0.73,1.0,0.5,0.556,5,0,5
2,0.75,1.0,0.4,0.455,4,0,6
2,0.77,1.0,0.3,0.349,3,0,7
2,0.79,1.0,0.3,0.349,3,0,7
2,0.81,1.0,0.2,0.238,2,0,8
2,0.83,1.0,0.1,0.122,1,0,9
2,0.85,0.0,0.0,0.0,0,0,10
2,0.87,0.0,0.0,0.0,0,0,10
2,0.89,0.0,0.0,0.0,0,0,10
2,0.91,0.0,0.0,0.0,0,0,10
2,0.93,0.0,0.0,0.0,0,0,10
3,0.05,0.106,1.0,0.373,10,84,0
3,0.07,0.156,1.0,0.481,10,54,0
3,0.09,0.176,0.9,0.495,9,42,1
3,0.11,0.2,0.9,0.529,9,36,1
3,0.13,0.22,0.9,0.556,9,32,1
3,0.15,0.257,0.9,0.6,9,26,1
3,0.17,0.273,0.9,0.616,9,24,1
3,0.19,0.31,0.9,0.652,9,20,1
3,0.21,0.346,0.9,0.682,9,17,1
3,0.23,0.36,0.9,0.692,9,16,1
3,0.25,0.391,0.9,0.714,9,14,1
3,0.27,0.391,0.9,0.714,9,14,1
3,0.29,0.429,0.9,0.738,9,12,1
3,0.31,0.5,0.9,0.776,9,9,1
3,0.33,0.562,0.9,0.804,9,7,1
3,0.35,0.6,0.9,0.818,9,6,1
3,0.37,0.6,0.9,0.818,9,6,1
3,0.39,0.643,0.9,0.833,9,5,1
3,0.41,0.692,0.9,0.849,9,4,1
3,0.43,0.692,0.9,0.849,9,4,1
3,0.45,0.9,0.9,0.9,9,1,1
3,0.47,0.9,0.9,0.9,9,1,1
3,0.49,0.889,0.8,0.816,8,1,2
3,0.51,0.889,0.8,0.816,8,1,2
3,0.53,0.889,0.8,0.816,8,1,2
3,0.55,1.0,0.8,0.833,8,0,2
3,0.57,1.0,0.8,0.833,8,0,2
3,0.59,1.0,0.8,0.833,8,0,2
3,0.61,1.0,0.7,0.745,7,0,3
3,0.63,1.0,0.5,0.556,5,0,5
3,0.65,1.0,0.5,0.556,5,0,5
3,0.67,1.0,0.5,0.556,5,0,5
3,0.69,1.0,0.5,0.556,5,0,5
3,0.71,1.0,0.5,0.556,5,0,5
3,0.73,1.0,0.5,0.556,5,0,5
3,0.75,1.0,0.4,0.455,4,0,6
3,0.77,1.0,0.3,0.349,3,0,7
3,0.79,1.0,0.3,0.349,3,0,7
3,0.81,1.0,0.2,0.238,2,0,8
3,0.83,1.0,0.1,0.122,1,0,9
3,0.85,0.0,0.0,0.0,0,0,10
3,0.87,0.0,0.0,0.0,0,0,10
3,0.89,0.0,0.0,0.0,0,0,10
3,0.91,0.0,0.0,0.0,0,0,10
3,0.93,0.0,0.0,0.0,0,0,10
4,0.05,0.108,1.0,0.376,10,83,0
4,0.07,0.161,1.0,0.49,10,52,0
4,0.09,0.18,0.9,0.5,9,41,1
4,0.11,0.205,0.9,0.536,9,35,1
4,0.13,0.225,0.9,0.562,9,31,1
4,0.15,0.265,0.9,0.608,9,25,1
4,0.17,0.281,0.9,0.625,9,23,1
4,0.19,0.31,0.9,0.652,9,20,1
4,0.21,0.346,0.9,0.682,9,17,1
4,0.23,0.36,0.9,0.692,9,16,1
4,0.25,0.391,0.9,0.714,9,14,1
4,0.27,0.391,0.9,0.714,9,14,1
4,0.29,0.429,0.9,0.738,9,12,1
4,0.31,0.5,0.9,0.776,9,9,1
4,0.33,0.562,0.9,0.804,9,7,1
4,0.35,0.6,0.9,0.818,9,6,1
4,0.37,0.6,0.9,0.818,9,6,1
4,0.39,0.643,0.9,0.833,9,5,1
4,0.41,0.692,0.9,0.849,9,4,1
4,0.43,0.692,0.9,0.849,9,4,1
4,0.45,0.9,0.9,0.9,9,1,1
4,0.47,0.9,0.9,0.9,9,1,1
4,0.49,0.889,0.8,0.816,8,1,2
4,0.51,0.889,0.8,0.816,8,1,2
4,0.53,0.889,0.8,0.816,8,1,2
4,0.55,1.0,0.8,0.833,8,0,2
4,0.57,1.0,0.8,0.833,8,0,2
4,0.59,1.0,0.8,0.833,8,0,2
4,0.61,1.0,0.7,0.745,7,0,3
4,0.63,1.0,0.5,0.556,5,0,5
4,0.65,1.0,0.5,0.556,5,0,5
4,0.67,1.0,0.5,0.556,5,0,5
4,0.69,1.0,0.5,0.556,5,0,5
4,0.71,1.0,0.5,0.556,5,0,5
4,0.73,1.0,0.5,0.556,5,0,5
4,0.75,1.0,0.4,0.455,4,0,6
4,0.77,1.0,0.3,0.349,3,0,7
4,0.79,1.0,0.3,0.349,3,0,7
4,0.81,1.0,0.2,0.238,2,0,8
4,0.83,1.0,0.1,0.122,1,0,9
4,0.85,0.0,0.0,0.0,0,0,10
4,0.87,0.0,0.0,0.0,0,0,10
4,0.89,0.0,0.0,0.0,0,0,10
4,0.91,0.0,0.0,0.0,0,0,10
4,0.93,0.0,0.0,0.0,0,0,10
5,0.05,0.111,1.0,0.385,10,80,0
5,0.07,0.167,1.0,0.5,10,50,0
5,0.09,0.184,0.9,0.506,9,40,1
5,0.11,0.205,0.9,0.536,9,35,1
