epoch,train_conf_loss,val_conf_loss
0,0.286047,0.0
1,0.30551,0.0
2,0.311298,0.0
3,0.3173,0.0
4,0.350359,0.0
5,0.316043,0.0
0,0.294101,0.0
1,0.271516,0.0
2,0.315098,0.0
3,0.307997,0.0
4,0.312313,0.0
5,0.284557,0.0
6,0.289196,0.0
7,0.301198,0.0
8,0.272371,0.0
9,0.267854,0.0
10,0.272043,0.0
11,0.253791,0.0
12,0.315882,0.0
13,0.294635,0.0
0,0.230091,0.0
1,0.193911,0.0
2,0.226577,0.0
3,0.219163,0.0
4,0.243342,0.0
5,0.215236,0.0
6,0.215511,0.0
7,0.212554,0.0
8,0.214305,0.0
9,0.221471,0.0
10,0.204251,0.0
11,0.20398,0.0
12,0.213277,0.0
13,0.208589,0.0
14,0.225803,0.0
15,0.205982,0.0
16,0.218388,0.0
17,0.212839,0.0
18,0.20567,0.0
19,0.222953,0.0
20,0.22257,0.0
21,0.190193,0.0
22,0.201573,0.0
23,0.240814,0.0
24,0.192336,0.0
25,0.219905,0.0
26,0.213742,0.0
27,0.185823,0.0
28,0.187476,0.0
29,0.21568,0.0
30,0.194487,0.0
31,0.21266,0.0
32,0.233219,0.0
33,0.219642,0.0
34,0.191607,0.0
35,0.233579,0.0
36,0.207322,0.0
37,0.238153,0.0
38,0.234783,0.0
39,0.232581,0.0
40,0.248101,0.0
41,0.211727,0.0
42,0.234725,0.0
43,0.242836,0.0
44,0.244311,0.0
45,0.240901,0.0
46,0.237989,0.0
47,0.228386,0.0
48,0.243783,0.0
49,0.235889,0.0
